instP,clock,pipelines,instM,latency,transfM,band,y
413081979.62652475,2019628746.5513628,4.067635492779264,547347.2432392843,4.8899317769899955e-08,861493358.4636711,6770466389.099648,0.0008803645355373404
7927581990.449782,4595093504.354495,15.796810252254788,1167537.5003547159,8.006985957598946e-08,261613830.34550068,2537438014.6449327,0.00122787449237368
6719862399.604193,4454855215.200076,15.448913923076452,1307141.7151856418,5.809722570411487e-08,354285453.74714595,4011500603.5815954,0.000707467572677449
8754575759.353146,2069728936.5197976,12.330235121242717,8441216.36650569,7.728380981622079e-08,961124963.4304876,9139688063.566133,0.0014661269446758038
7905083004.82993,2177334419.1843443,9.19986912385733,2524196.225385052,5.0869195911416705e-08,323938565.96311325,8843972949.746109,0.001502831771058494
9672334302.348343,4008014044.6014123,19.998430714854468,4379135.650354936,7.8737673577595e-08,292698433.15002227,7460908975.973795,0.0014763025149208005
8508399860.885201,1370829412.0564432,13.263196742465087,6569501.637825806,1.2931608490483336e-08,2744418.7843615916,9356699730.648256,0.001303338139788621
9509476293.563553,4716918227.006947,2.049259513515038,9398481.62262025,2.073184822524936e-08,698808462.6058646,8208039804.22902,0.0013657064648990973
8509933306.421873,1534886165.587951,1.6042724637211427,4603373.246924989,1.8207886529771407e-08,509969541.7460194,9220204164.178934,0.004106900666311891
8221662805.843658,2116315270.4700162,9.858516009144669,9822973.940675924,9.054348346032057e-08,565055931.0929856,7463565602.6711645,0.001997901518814262
5377517473.533957,3732288864.393594,19.715369058661135,4073889.2277940065,7.813218555405912e-08,529519970.5012149,6796839420.509319,0.0008979861404977278
6951889750.645116,2799876990.7653084,14.364038346109202,340115.12150917156,6.280645501880402e-08,664772169.7720858,2446863360.778492,0.0006366134974854114
3231410275.5226493,3313993880.8030233,3.8618564179496526,757316.4757496916,8.713985207763788e-08,519286719.3196478,9343640331.300674,0.0006684689333070309
2557256428.7914057,1008819257.3356841,2.801510236033209,5148809.511915068,1.0165332691323058e-08,996320294.5140266,2575493595.0085855,0.0015991239658807949
6715199431.938378,3965331824.4919376,2.7853629301324174,1775413.5452227842,6.64478024072559e-08,143055085.51799965,6702757089.02582,0.0010835057090036629
9186046854.124186,2682079438.749991,6.210837467532385,1447868.3813365782,7.592561020883044e-08,111505260.19380623,3184746615.67726,0.0015957599318507185
4506716583.631379,2300241044.6627026,1.0270851110822152,5953962.1077348925,6.448781943053154e-08,180964428.298291,6722850647.608176,0.0025197811500188537
968761475.6608195,3701982147.679991,8.395249992844224,6801883.24993751,9.62003775725556e-08,814779452.290803,9120889225.40627,0.0012620886200018747
8187168171.408476,1422757764.0202017,1.863212630527752,7455827.905272056,3.8045214192487995e-08,35907187.78960043,4448443129.306772,0.0042951241144103015
5783956626.300508,835689652.5077852,2.7623945774062033,8743555.506203676,3.190004325573427e-08,311388119.03345263,4992817560.627712,0.003005699269891725
1221745304.0565383,4698924884.788558,5.3290251285498735,934940.0335412198,1.3175363596399952e-08,221556541.25550303,4812967683.895737,0.0005998634592104882
7467398985.785152,3958061624.0393085,9.412450546132069,3389680.387425542,5.317539736565477e-08,812270373.1971087,6156094260.023016,0.0005896214814884322
2789939014.7078834,1931187399.7358916,17.426736110866177,3494197.496929153,7.709660647294268e-08,278273099.19856864,7569024142.443933,0.001368717319930412
8597356921.524258,4691030313.703184,6.314116307310899,411599.9763942343,2.4923656930131334e-08,94663779.22995833,5865198001.667903,0.0006331036372282596
2463255168.0541883,494686195.52047473,14.918207055646214,9546150.544696674,7.540347681332845e-09,147807567.64018783,7241118491.653594,0.0010526477897054949
1834469136.1768975,3359003778.829059,14.683829102222285,3339695.9228444067,6.903584214338066e-08,951790228.3938192,4110312442.6955094,0.0014233962663946441
8706931478.321697,1163930702.9794188,3.203586525975046,1117848.9255009247,7.600447127017213e-08,780631955.2168902,9033328402.050402,0.0030280751708016028
2801499517.4381638,1617602820.686538,19.281131371493593,4391482.249625543,6.987591073355057e-08,182870998.3453285,3964558727.8353133,0.0014399783994168932
3131311467.432357,2387056499.330652,14.171105136323062,3895205.162138194,6.845829952574842e-08,327565247.7991413,3896342344.701092,0.0012786612974031663
4216089913.8768625,1170722042.8997188,3.528293354950171,6487232.597282231,5.1993218544775385e-08,996541665.503677,4651265148.157146,0.0021955080834017574
9938287296.140097,3323681334.8091516,16.158655927945432,1170925.923460669,1.1751987900897244e-08,864229992.49937,7572271911.895126,0.0009905268775565286
9576287865.598822,3763720898.154953,11.603746643525444,7309009.619645531,4.4402592459177315e-08,535151047.05013204,5571516560.477031,0.0013079058663139195
1856647091.153313,2178238560.05357,10.09899469753495,5904527.948524042,7.175564983542479e-08,188751310.96340716,8218744060.335135,0.001052391733191444
6790912579.497588,931037954.2496315,4.1270533294138865,4071661.7146185134,6.959908017147964e-08,518563134.96568143,1500551678.9800658,0.0032011515181839347
7166834715.388234,584939749.1962364,19.157830723287702,7475873.49688754,9.972440274678319e-08,88547184.95725743,7977271415.677783,0.001619396066047653
6450986179.319668,405660924.00982106,4.881723150071111,4535731.998646334,1.3922417673959548e-08,184190092.93585855,7692291174.545727,0.004058787977936235
3841285880.300179,2094230626.0631866,6.391386027355875,6848733.9554473525,8.720146200744182e-08,959779954.9062612,2643806730.0607624,0.0021618219600510417
7468632740.358547,4957595889.067085,6.555928014519657,3811848.572492731,7.501840626787624e-08,153537124.85143986,3571942574.4976897,0.001529840792723221
2936270037.68964,1175112983.2496114,18.155295410636906,2327487.0272787823,4.606564878826276e-08,271117819.1317611,7232106094.023771,0.0011752057931377516
3826198831.535089,3467926403.539496,12.5237605882976,8353228.072748546,7.435116307451166e-08,519120154.3904897,9506550250.770792,0.001350138928878774
5614519059.093962,1287551273.3825676,10.78556008851371,5245871.266443334,6.246275209275218e-08,777637906.2360222,4063164480.823153,0.0010543492728677247
7903371105.042832,2778592005.2492595,11.429171688864592,3742698.466462129,8.991649726761322e-08,350562471.02997434,6383698674.969459,0.0008200300404491558
9869933141.381971,3024136861.136592,16.438339753094247,1131094.3496796698,8.402025242824248e-08,323513037.7524105,9313858946.168434,0.0005252968356556833
6561275146.058857,1019985443.8275826,12.690053622185388,6605276.053797388,4.200107711150179e-08,594113758.1583093,8176050003.730399,0.0018354263978807633
7450261881.894668,3242401512.617427,1.0300165318816101,9263628.705560058,1.3082613570118983e-08,279636008.70325744,7828123639.040315,0.0029181363189904105
7537271502.611581,1660106597.3442738,6.4164470712099755,6003202.956240164,3.7943161025752355e-08,465225095.91506094,3087765064.2204885,0.0014008563003275853
5357450471.0602045,2327256812.024786,2.315060420183193,6069697.314014101,4.9292048557618026e-08,708816860.8027856,4269148052.348298,0.0019331245921296312
4545465161.300077,1461272767.0750942,18.652129303797064,9190805.713713141,5.450101589122063e-08,821117381.2730318,7501636898.764093,0.0010375321401544884
5772150256.529159,3376701452.3965635,10.11254939987794,7503618.710227501,7.228994819714192e-08,973674392.8285792,1517680078.8030992,0.0019705129591556093
372533757.0119243,1527713805.7967522,7.3050007906539625,3251654.45982448,4.468120402880921e-08,544711263.8707457,9960779129.23272,0.0011794145028034685
8594363037.004745,3727451009.632508,9.645403930238071,3910026.4856179655,4.7630491996381556e-08,939619784.0383114,4127981009.279027,0.0016341235536714224
6032580753.358511,882459064.8016778,10.861210146718749,4203160.8704416305,1.752158722335661e-08,388498637.05963784,9922459552.034132,0.001144377826038043
5167926573.973717,2519398753.164954,15.817427948282438,2341199.8896878264,6.814066649976645e-08,292607489.4349693,8878007332.280695,0.0004043655302154313
8445085968.232397,771048416.3097003,12.789620264811207,1177836.9052393246,7.782859901694627e-08,344877757.16957396,5364931719.535853,0.0011732163748735286
7676517446.083598,3687688112.6534114,6.659780081955534,7696993.665747853,7.791508728975363e-08,512952527.6861926,6951983356.679489,0.0012787687712503516
6813762009.260529,3027269587.3923507,7.546191956759526,1342245.2914657462,3.277609400574017e-08,51240863.34068988,3889732021.9204984,0.00037917764759219587
3892060981.3303123,3593238472.224411,7.291702610403534,7639876.73040882,7.09461411941979e-08,427765795.8363385,9763925024.987051,0.0011897836965219697
8035742217.534548,1282620390.1927662,3.5794695101064224,3622602.082077603,6.107434859860446e-08,753268836.7555746,8199208801.069688,0.002196314916548949
8154193435.387019,2964778440.5949545,10.171836092506506,9648243.98671657,6.718555852626869e-09,191981712.5099243,8257294552.03187,0.0004354953746570122
5240007112.432549,2093041407.1964095,19.027993256251143,3035599.620094162,8.989531717294266e-08,326314761.6209866,7514973154.66098,0.0009187696030490127
8466014553.907967,408392697.78665733,14.424209504108564,3812611.1633586693,9.523260954477314e-09,26682592.910461992,7614274789.160552,0.002036264312217678
2024213904.6619782,1267701269.867747,12.667771873730853,142853.36485297137,4.6472067453164e-08,527195238.72763425,2607644151.2918224,0.000787309827333451
7934797547.553722,2267791779.4217367,15.37873223551091,3490507.9374516415,3.5648485568990086e-09,865837284.9457625,2207790049.6718745,0.0014679092404507178
7822048444.202843,4338291017.766315,17.257206138747126,2200197.80945145,9.047610738616284e-08,603080955.7295939,8939790392.180267,0.0010007169904394423
5833133966.028887,694139595.4956769,4.124664457151315,1276808.197974512,7.293473955711325e-08,14202820.384056386,5622954020.525027,0.0024640539959283636
749384604.576988,1410702189.1775634,10.929681964965225,1670835.5057634527,9.261415708683801e-08,967776425.5524353,1149070554.6285803,0.0018276994324397493
8922307540.632458,4081557760.3788157,16.54438548121243,8641723.903076714,2.566910635199535e-08,669470420.1908613,6622230263.543335,0.0013671071040220334
1946476563.617746,4203367094.4445515,4.973279656970421,2196293.990015059,6.747624646968229e-08,798920026.588833,1131286365.1113029,0.001166716932786775
1942407740.3714375,164801660.5576145,18.864088581180457,9529.715383999792,3.4431640820536206e-08,592423581.1602067,8683421373.05093,0.0008741658804713626
142999746.85244823,1387933232.6611078,6.410563708209197,8718640.654142816,8.651130469371035e-08,21268702.92254331,5384241576.934095,0.001445670221396654
7929600004.951107,2389131493.489424,18.023964004712028,3282174.9135115403,5.776422863076305e-08,104010245.3194635,2269944265.959399,0.0007422575320861352
1219173083.893031,1576197336.9473362,12.487909909618395,8271569.763463303,2.2728100017293705e-08,806173092.6567844,6401248001.617368,0.0010992303283912106
3151020307.769609,2843735333.207951,10.670289497133501,5574222.314424473,6.417716776640146e-08,855139107.7445447,6680466021.1998415,0.0008931936962645909
6759324015.120028,2910335897.4144692,18.559747756338698,5914852.208920581,2.2413238282461387e-08,331900743.8317252,2190135309.7479506,0.00045613746119105693
3027750052.6367917,3804073330.557869,4.117465735694436,9149865.189944997,1.1957076192577467e-08,212775760.238544,4839780484.8895,0.0004799776214630275
5660095033.531845,2403528130.9060783,10.111127716314067,7819394.14546995,3.0899342274998457e-09,476804720.9459007,7874030106.111774,0.0008265134667270998
5033510318.100111,4426244565.358781,18.748614034169815,220280.74877578497,6.480736055031209e-08,363726642.86065114,6236620439.740477,0.001116529599317607
2847099435.037807,2355947118.8578115,12.276784865749343,1383019.8214404874,2.2047840924703286e-08,744712108.2763753,2678706667.230962,0.0005453598394946204
4750617226.357301,1311756394.7627707,17.04250794376648,7138980.012545578,7.690196699263835e-08,505851984.07883817,5155905468.088705,0.000981067813288097
9238598292.525574,1498982370.903818,9.588397997554573,3510038.99614549,7.296873749901312e-08,119049450.45512012,1104249312.4264655,0.0013495968535894255
4698508091.7959585,1979434143.9328163,15.629074965696077,2789096.441395126,2.3107394643969877e-08,681766462.6600801,7222297908.028533,0.0004977974812786748
6540213888.96536,4851145051.545703,1.5201642928349322,3895421.2522406466,9.761212303995741e-08,639468178.5461298,2114775804.7139504,0.00168717173696484
5456828745.869308,125158539.9764838,15.095318410508982,7117356.749516937,2.254703584731356e-08,880759894.0979865,2857275209.526783,0.003747399268372184
4368877167.386601,2411976583.24566,8.699614806304194,3775315.6460472704,2.956465424293027e-09,74030396.325219,7696318337.250516,0.0006712873910142264
8594553816.978664,212612203.12839538,13.343738556621236,6332175.111559533,8.681267797417674e-08,78162799.4194064,9798634460.67579,0.0038047674541302414
8564296070.56765,427814909.9368501,2.3055125735425936,7818123.392044085,6.16975795232865e-08,333661094.2036181,4698409249.993844,0.009712063667812375
9616813296.636894,4110824365.556194,4.065108015830711,3583570.7226549676,2.7489928347767624e-08,751378787.9894837,8073185959.369159,0.0014711501410440194
6849139552.507922,1902578693.5640817,18.552473427775695,1790666.0326042417,7.29511773665617e-08,954531809.6922774,2369430686.3750954,0.001304761848464625
5454115689.180444,3132003494.6982,13.850731122198184,9544292.191497818,8.140932078930996e-08,952852389.7289822,2660393562.757966,0.0013588385314044643
9118234718.483984,4892127277.358243,14.871499860919718,4346802.562854956,9.604857208353157e-08,821850509.275315,9928240376.410273,0.0012273103337895387
3510917663.0899553,2437698331.4500847,19.87877555947937,9427811.288732834,8.255566444165722e-08,623572092.0060155,3286456448.814087,0.0018332019653838605
9222249294.051798,2484138000.7399893,15.575363750801674,4605032.711741622,5.2491511582155386e-09,973724874.8618026,4114895376.867417,0.0010816462686803765
8839331284.328823,2812615027.3386726,14.37913451064171,1208790.671995418,2.8574727540833612e-08,486496241.46710014,4971951702.844036,0.000537645293788695
1875715095.4149046,1856793760.6939595,1.595215319122,562206.6212622464,9.549928091348464e-08,495203408.3915949,3079488878.9721537,0.0012939248031581855
1770368118.6117735,4849247505.012862,16.811347219669276,6762721.302600196,8.290610747080498e-08,840846983.2426581,3465417082.5806904,0.0016310679208778054
8432320338.668083,4263119478.883664,19.94768503493136,3604158.6494662026,4.89282410090038e-08,849418776.1260636,6483599520.769659,0.0007180302437252782
4380991495.431758,4032460084.2205205,10.821688035319182,6063358.604618535,1.118153530939069e-08,70657147.59068576,1044479702.4039508,0.000644905406284819
2353752435.61474,765088330.110699,14.015108758721322,4276614.989710731,3.9112628914944755e-08,1589138.3003948522,3326652166.485978,0.0011910788156978725
7420476894.2404585,4401003672.050378,2.373346601948731,7478851.369727091,6.127977727077616e-08,539172391.721611,8679119652.28167,0.00220506511691194
3350602894.7163525,1692856941.6275578,19.001757180918453,9293989.847817302,8.486963675840464e-08,274719751.86863214,7439681796.268696,0.0012532805246477643
4874752239.973311,4278763611.5375447,7.889279729437429,3218226.394690355,7.855905609834645e-08,574578922.7619967,9028874761.677631,0.00132851463495322
2307238436.267386,375218670.3411573,19.203931756640138,3190501.5047154785,2.761581631627551e-08,458117194.8064801,6000413134.835541,0.0006350315112876451
6075718732.749796,4416323848.438785,13.86163120177095,4668162.536967026,8.509234328180322e-09,441454194.70399785,8164218080.168062,0.00035219461883887967
7702949179.918967,3345998631.6566396,17.362635483409854,1694713.011827364,8.429548451949105e-08,660339233.1602377,6365165047.83822,0.0005747378944998679
5500842881.822015,4682551688.616146,16.991780069168726,3311282.514265702,2.6356538776174175e-08,794164416.0143412,5128678229.340788,0.00033862126199980184
8616453451.988008,449577289.41289544,15.275871644439157,1976628.154373042,1.5052088130966434e-08,343702099.87692666,4317250157.435179,0.0018173964972347267
7250392031.526066,4145947230.778403,2.3665345911833944,2590362.390932171,7.539354033852045e-09,437249196.88169664,1160167830.4927292,0.002014793985496276
3048487508.4883885,4991855094.676188,6.3157179715422735,202134.84525615213,3.4480953728161135e-08,822244836.2606549,3573255269.7286477,0.0010185247684379557
9321511073.141764,3583168003.3517284,13.447990480695116,8735163.01234947,2.101874307882353e-08,334076888.6819965,3722388657.9890757,0.001164960783386966
9102279320.915892,4271575145.263633,5.734043477047827,701297.7642132426,3.118243657574582e-08,1616838.2684533072,2994481021.392703,0.0008207680836697693
483982491.8218335,2398148695.8837404,2.8209657080511343,6785935.015250225,3.3801970730906746e-08,704962804.7874588,7683389728.749472,0.0006287584713997464
3712832923.3027105,1905835036.7100627,15.096411226983367,4269832.470487092,1.5465600177101195e-08,70162274.2991662,5497585517.827836,0.0005479452748684585
4201568791.640895,736189765.0498166,5.995994510560708,3831911.7145547913,5.5424709609810437e-08,505314001.6677544,6541218933.01862,0.0012893531411182334
7437576363.35847,1866032496.6452482,1.088779045715456,8463266.860453088,8.429093143920086e-08,602928861.1511368,3301490987.4064894,0.004899023668001588
588804343.0128658,3167262217.091989,1.6156891097055437,9622085.7263815,4.4171218662060265e-09,436249149.31353754,2377461876.5895367,0.0007710586363669522
9559228786.567505,2491709831.37545,3.1259111246497997,9373421.02855987,4.0551503005082365e-08,274206893.4488443,3197727761.6858163,0.0023554250413226974
4526293318.230341,1180431105.3928072,8.912446075652745,5662914.357369641,3.524653820259599e-08,219818704.15103033,7307822098.325112,0.0011264771719977046
5962519744.594966,468405394.5438284,19.261168292223996,5615506.089243321,8.791311699242667e-08,85771213.70191734,3225182453.951964,0.0020130518792322834
494166224.5138298,3503728135.439812,12.149184864076844,3362432.3153469386,4.3486114140123754e-08,850938631.0115635,8101549661.1016655,0.000737545944346381
9571818101.58936,1410276605.031164,11.01812917690875,4687840.984547901,3.686386709946198e-08,693820359.1133659,9720325189.561314,0.0010626300848752509
7140728749.293753,1167263507.0571146,8.764563564417752,7524073.95540051,6.169766080991477e-08,682273825.8186971,4765330587.784894,0.0021145726023770756
5409726930.403905,4864332941.485359,16.396282110630956,7241663.7499296535,2.268061580143568e-08,483194422.0798664,2661151664.0193105,0.000754204670830622
867659078.2297713,2498940214.618149,11.671289474327601,4873928.660343354,9.462153134859244e-08,755272489.9131407,6285094716.861248,0.000905742287144796
3218422402.24299,1917109072.9094272,10.393047720328914,9276502.646116069,4.004668994298537e-08,660377299.4761453,8661651821.568993,0.0006936048093714777
473499744.7801002,1640206659.6507235,7.183569464893717,4461611.567540558,9.875446643772238e-08,411956008.5878439,7895342520.14517,0.0005493325653421467
4146825674.9509034,3170872490.6082525,2.136188607990323,938752.2328245305,8.837045721882677e-09,14024994.835128544,1676557670.9901447,0.001058108827052877
3945880786.1103745,3196115837.889823,7.336637458425487,8581728.557030296,7.039610238813852e-08,274735154.13460016,8032209941.425156,0.0010448755883698392
5742740833.027077,3101591629.949814,3.1556761819827877,1742834.20055652,1.0576547514781993e-08,258710872.85811046,4876499917.58256,0.0012570206252444194
1521244862.5442507,3156079409.7133174,12.451793747467102,3793565.9564698874,9.151128889002419e-08,102825319.46830128,9189318921.91313,0.0010810302531170542
7081861704.57627,4719582791.112334,1.04367860372688,9763576.653961558,3.193520307271288e-08,890690679.7322596,1919621979.0887632,0.0028706732556261563
4537525891.710892,883245279.7479229,9.418987096430993,8766895.846276732,9.224568061034164e-08,180890663.19291997,9120225507.44035,0.0021277617997405365
8385582564.137459,745935995.120526,1.0368955932224844,6758508.090154747,7.925998994736871e-08,441304183.76680946,2963701120.1762795,0.011988781421890346
1947074245.0598507,4734458933.496625,6.14977820591807,2143750.520944182,5.078205506785582e-08,997286454.1387858,4114623736.1285253,0.0011920434150467945
5119274100.0048275,1467291394.9626865,7.112957120213748,4053711.4632637715,7.05876032648447e-08,433445262.66769636,5778006035.873875,0.001117807514010494
3189665032.4620943,4980802289.931716,16.7249165638394,3484036.001550103,7.044974832787012e-08,255608146.19254667,9821418040.998062,0.0012292473031686106
1127610198.235158,1954312793.6071527,1.7111822474690794,5593115.564222571,6.615159417547568e-08,978239335.9786522,2413995944.590117,0.0013687610670812477
394295874.71257675,4565143171.254551,1.6921356012802387,6147905.395495186,2.983806503864443e-08,522886172.96753687,2974070755.301977,0.0006454979963687528
656673122.1973895,4882610747.733778,8.161885242312692,5680807.463073164,9.580551219293938e-08,47605015.87411696,6697389336.726876,0.0007284993661391153
4772774700.976231,618536555.512641,8.222325486573602,5887985.831163168,6.556622385177208e-08,883265059.0817593,9776774823.71653,0.0018901118337495831
6611574555.250068,3661543724.9907384,2.861111422811438,5827458.770662395,6.614066473211768e-08,549030421.7223692,8909601483.632397,0.0018014956177551736
6323732859.99892,3446556073.6562314,18.79046907759814,8714299.169533454,7.724683428817749e-08,868184982.2721723,5519280069.141853,0.0011442035233207187
3611452155.20558,3690873989.986787,16.318367855227734,9368886.093855737,1.3865567955404838e-08,803313969.5063014,2065803902.6384122,0.001002777597157751
6955432598.190327,2697714973.375636,5.179495758514278,4859994.392550736,7.004177272812713e-08,772444033.6540574,3426366792.119603,0.001720052515261594
7244688556.081939,4397440500.705895,11.235815667889293,8744703.329897007,4.7943810546950206e-08,463560230.0587355,5855882220.816113,0.0013177816055497016
6640510159.648371,2606477676.0576305,4.730063015251262,7774121.499482153,8.032110968431041e-08,461250989.2086639,4082007004.799914,0.0014095064973234052
2156321102.98215,425429728.357356,10.475603930215264,481349.4442723599,7.545172677962795e-08,318288247.2123122,7395379317.965015,0.000856360862606004
5066786680.696007,1638156462.652177,16.001536797035342,1738650.0454820676,4.4262715007857365e-08,844677197.0481477,1275707830.7869475,0.0009995727736301224
9290844695.896084,2660414157.0297027,19.619542923491203,3782417.9202021803,1.5024945343170938e-08,724016433.2501396,9255367717.005934,0.0007930730389418314
2552864144.7621994,3586907097.003852,15.021263364668366,9713803.348151565,4.9436266572897575e-08,422797176.90972054,5362721083.468552,0.001361974704066455
7934700187.782584,293091297.19071126,15.516860201081172,8739749.800438518,9.419565506089989e-08,334631222.9791899,7184075019.83381,0.002985926281257014
3350190971.930758,3373228970.548319,19.38449740693958,1758074.8730946723,5.456690375451938e-08,558623590.420518,9832592295.846498,0.00026594215936776136
9219990454.546999,2108381279.690983,14.80156297914765,6320617.912600259,2.6762465724003663e-08,86530767.38160725,6462028487.6935005,0.00047994816621189793
4041842224.8442874,4311968803.765623,14.290530470201178,9813034.087257696,6.466106321222076e-08,905031116.7968034,6946937069.871016,0.001436090715569406
1928666180.3416512,1162661764.131432,9.218740443210057,5925125.003370855,2.4646292553463452e-08,241866314.29578626,8651238001.01292,0.0005050186408017631
4427619876.723822,1148534943.9092374,10.747348594934115,2621356.377553434,7.247961209137332e-08,179763582.27140656,7990149696.331977,0.0010708251109096153
8500107848.500744,1054398932.1332862,9.231742489699315,1679188.5242603905,8.789260969490677e-08,29421280.32799557,1958796495.5547793,0.001587566929114861
229692753.69979617,300964549.55976135,4.5416977203147795,5607865.209734683,9.136448158449728e-08,904251410.2245338,5081920606.178732,0.001522666921393666
453685590.22585505,2707605986.167045,9.328900961183704,1070350.3934592358,7.122087584073895e-08,569128754.6747347,6243252272.858582,0.000914730352870556
